Name	TIC_ID	Sector	Author	Exptime	Magnitude	RMS	Max_freq	Max_FAP	log(Alpha)	log(Tau)	Gamma	log(Bias)	Type	TypeColor	bump	lc_q	T-NUV	D(UV)	binarity_filter	A-B	Gamma2	Gamma_Tau	max_slope	max_slope2	CROWDSAP
*_73_Ori	434408053	71	TESS-SPOC	200	5.41677999	136.7015838623047	0.1345878140264732	0.0	6.792647173841853	-1.4481913659274597	2.637691597922599	3.991708141282141	VC1	3.75	0	1	-999.0	-999.0	0	2.8009390325597114	7.388013352476205	5.101544952068353	-2.43607877	-6.82330813	0.99861032
*_73_Ori	434408053	72	TESS-SPOC	200	5.41677999	147.45896911621094	0.1366615074925345	0.0	6.631303434152727	-1.4590221167190804	2.6417437007115923	4.079908633470015	VC1	3.75	0	1	-999.0	-999.0	0	2.5513948006827123	6.740131142731864	4.619622324772206	-2.37615168	-6.06250105	0.99842942
HD_239626	329074395	16	SPOC	120	8.90509987	962.16064453125	0.2664483248628397	1.5613514949408264e-124	6.880750712866853	-1.6557447773205023	2.2568013483607663	5.707564783035843	VC1	3.75	0	1	-999.0	-999.0	0	1.1731859298310097	2.647647588320502	1.5990674556770756	-1.35181453	-1.58592979	0.64404839
HD_239626	329074395	15	SPOC	120	8.90509987	924.3548583984376	0.2649267813589022	3.2095236070818285e-200	6.732655574683028	-1.703538873107401	2.377462118289008	5.668633667854877	VC1	3.75	0	1	-999.0	-999.0	0	1.064021906828151	2.529671776513565	1.4849510137090245	-1.33196602	-1.41724102	0.64983559
HD_239626	329074395	17	SPOC	120	8.90509987	953.862060546875	0.2630560326438861	1.0477003845122564e-111	6.990905452002575	-1.5313065608131553	2.0259646762004584	5.697299996778975	VC1	3.75	0	1	-999.0	-999.0	0	1.2936054552235996	2.620798957223226	1.7114789580941443	-1.29528652	-1.67558971	0.64639986
HD_239626	329074395	84	SPOC	120	8.90509987	603.1979370117188	0.2699056035651079	2.878545085128364e-224	6.690793014769457	-1.4847804349706188	2.5051453304583937	5.304762701448706	VC1	3.75	0	1	-999.0	-999.0	0	1.3860303133207506	3.4722073672892626	2.3385325436066724	-1.67456398	-2.32099644	0.97782016
HD_239626	329074395	17	TESS-SPOC	1800	8.90509987	315.4144287109375	0.259289242321867	4.213311990234188e-70	6.129931666540815	-1.4388422559794083	2.4055081505082674	4.626684432732953	VC1	3.75	0	1	-999.0	-999.0	0	1.503247233807862	3.616073473153819	2.513182705141216	-1.69089892	-2.54183913	0.64440662
HD_239626	329074395	16	TESS-SPOC	1800	8.90509987	283.9807434082031	0.270865362542675	8.972041158680187e-40	5.670536782785765	-1.480112885495084	2.311589435942601	4.582371626006036	VC1	3.75	0	1	-999.0	-999.0	0	1.0881651567797297	2.515391080972848	1.6994589437220342	-1.31525066	-1.43120994	0.64344907
HD_239626	329074395	15	TESS-SPOC	1800	8.90509987	280.46685791015625	0.2636678815143767	1.9199885621391755e-66	5.614639412300428	-1.428026740783082	2.122656814234648	4.558876921191421	VC1	3.75	0	1	-999.0	-999.0	0	1.055762491109007	2.241021445965881	1.569313362253273	-1.18282694	-1.24878432	0.64661598
HD_239626	329074395	57	TESS-SPOC	200	8.90509987	508.7001647949219	0.259070566396059	1.7430447017554526e-85	7.007270815763813	-1.8595623053387071	2.406809448778376	5.092304118910787	VC1	3.75	0	1	-999.0	-999.0	0	1.9149666968530257	4.608959940081777	2.4785186959585555	-1.93126761	-3.69831316	0.97011548
