Name TIC_ID Sector Author Exptime Magnitude SlopeB Slope2B BreakpointB
V*_R_UMa 310965252 47 TESS-SPOC 600 4.87960005 -1.784199259865351 -1.0294047895264644 1.9877130614014702
V*_R_UMa 310965252 48 TESS-SPOC 600 4.87960005 -1.959476766451059 -0.5193784866310516 1.9815695921022052
V*_RX_Pup 182401518 35 SPOC 120 10.90139961 -2.2084399966260704 -0.1419235624834361 2.0
V*_RX_Pup 182401518 88 SPOC 120 10.90139961 -2.5456548802721377 -0.472557228117167 2.0
V*_RX_Pup 182401518 89 SPOC 120 10.90139961 -2.7843374655116393 -0.5321968256574655 2.0
V*_RX_Pup 182401518 35 TESS-SPOC 600 10.90139961 -2.0204068795478833 -0.2413425228318606 2.0
CD-57_3057 463038319 36 SPOC 120 6.92519999 -1.7277074615009644 -1.5473823232475712 1.7235438815330784
CD-57_3057 463038319 37 SPOC 120 6.92519999 -0.6906832590317383 -1.550765645366877 2.0
CD-57_3057 463038319 36 TESS-SPOC 600 6.92519999 -1.7813178034315233 -1.5639121281072834 1.7296873508323434
CD-57_3057 463038319 37 TESS-SPOC 600 6.92519999 -0.7049665327598045 -1.6132245169013777 1.9815695921022052
CD-57_3057 463038319 63 TESS-SPOC 200 6.92519999 -1.4333883830636809 -1.228830763098316 1.8894175526132313
CD-57_3057 463038319 64 TESS-SPOC 200 6.92519999 -1.1457828061221016 -1.4266276135673202 1.9815695921022052
V*_BI_Cru 311758230 37 SPOC 120 9.53369999 -1.9195647552584119 -1.678690885702727 2.0
V*_BI_Cru 311758230 38 SPOC 120 9.53369999 -0.7680392500708328 -2.0332012985984087 1.766548166627933
V*_BI_Cru 311758230 37 TESS-SPOC 600 9.53369999 -2.584933365172436 -2.0253816158639935 1.7972655131242576
V*_BI_Cru 311758230 38 TESS-SPOC 600 9.53369999 -2.088407688299328 -1.4290720171359284 2.0
V*_BI_Cru 311758230 64 TESS-SPOC 200 9.53369999 -3.7951910173461276 -1.0289519392031197 1.8095524517227874
V*_BI_Cru 311758230 65 TESS-SPOC 200 9.53369999 -2.343347603620615 -0.7360834180665764 2.0
WRAY_16-147 329892320 38 SPOC 120 13.15330029 -0.20467901379727602 0.03912502231197818 1.8771306140147015
WRAY_16-147 329892320 38 TESS-SPOC 600 13.15330029 -0.17689836409999582 -0.008734328357113965 1.8955610219124963
EM*_AS_373 171876171 41 SPOC 20 11.21310043 -1.1091097933355776 -0.08081503972811256 1.7112569429345486
EM*_AS_373 171876171 41 SPOC 120 11.21310043 -0.3123924482714287 0.03689587261494003 1.8218393903213173
EM*_AS_373 171876171 55 SPOC 20 11.21310043 -0.6992659543717606 -0.11608982878368476 1.9631391842044104
EM*_AS_373 171876171 54 SPOC 20 11.21310043 -1.0769155765666756 -0.22891544632646282 1.6989700043360187
EM*_AS_373 171876171 55 SPOC 120 11.21310043 -0.2819192874710033 -0.07050819125968315 1.9139914298102911
EM*_AS_373 171876171 54 SPOC 120 11.21310043 -0.6333976591821021 -0.08411850125098702 1.9631391842044104
EM*_AS_373 171876171 81 SPOC 20 11.21310043 -0.5870536537241289 -0.04199109081898687 2.0
EM*_AS_373 171876171 75 SPOC 20 11.21310043 -0.8655533932651012 -0.011486658829591196 1.7788351052264628
EM*_AS_373 171876171 82 SPOC 20 11.21310043 -0.9878733712001396 -0.02969177279298679 1.9139914298102911
EM*_AS_373 171876171 82 SPOC 120 11.21310043 -0.3446568430716246 0.06490897639759591 1.9385653070073507
EM*_AS_373 171876171 81 SPOC 120 11.21310043 -0.21415827793060185 -0.0721448804486861 1.754261228029403
EM*_AS_373 171876171 75 SPOC 120 11.21310043 -0.30976110195749834 -0.01426894354346545 1.7849785745257276
EM*_AS_373 171876171 41 TESS-SPOC 600 11.21310043 -0.24174800450958395 0.17219347372600194 2.0
EM*_AS_373 171876171 55 TESS-SPOC 600 11.21310043 -0.3056998901351127 0.012220041851832794 2.0
EM*_AS_373 171876171 54 TESS-SPOC 600 11.21310043 -0.44680771935559604 -0.04811278644753107 1.920134899109556
V*_RR_Tel 421990485 27 SPOC 120 10.88379955 -2.3483552582030605 -0.9675265175520231 1.6989700043360187
V*_RR_Tel 421990485 67 SPOC 120 10.88379955 -2.2027060618445033 -1.6185823128908985 1.7419742894308732
V*_RR_Tel 421990485 27 TESS-SPOC 600 10.88379955 -1.5035902318062142 -0.07707484448073934 2.0
V*_RR_Tel 421990485 67 TESS-SPOC 200 10.88379955 -2.0335155813281895 -1.0834603055782541 2.0
V*_TW_Cen 112098802 64 TESS-SPOC 200 6.43349981 -2.643323323491872 -0.677242813205054 1.8095524517227874
V*_V1261_Ori 24603068 05 SPOC 120 4.71759987 -0.9003164226680374 -1.9913797662178847 1.7112569429345486
V*_V1261_Ori 24603068 32 SPOC 120 4.71759987 -1.7242633060443013 -1.738063003414233 1.6989700043360187
V*_V1261_Ori 24603068 05 TESS-SPOC 1800 4.71759987 -0.7273492522650368 -0.710650494697257 1.8832740833139665
V*_V1261_Ori 24603068 32 TESS-SPOC 600 4.71759987 -2.3871224561247795 -0.4712193144403363 2.0
